group,identity,proposed_canonical,proposal_reason,slug,title,doi,pmid,sitemap,noindex,canonical_url
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,SITEMAP_CANONICAL,food-insecurity-adolescents,Proportion of food insecurity and its sociodemographic correlates among Spanish adolescents: the EHDLA study,10.3389/fnut.2025.1527685,40230716,True,False,https://nutreconciencia.com/articulos/food-insecurity-adolescents/
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,SITEMAP_CANONICAL,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescent,Redirigiendo…,10.3389/fnut.2025.1527685,,False,True,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,SITEMAP_CANONICAL,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl,Proportion of food insecurity and its sociodemographic correlates among Spanish adolescents: the EHDLA study,10.3389/fnut.2025.1527685,40230716,False,False,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/
30,10.1371/journal.pone.0351122,,MANUAL_REVIEW,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis.,10.1371/journal.pone.0351122,42258458,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-/
30,10.1371/journal.pone.0351122,,MANUAL_REVIEW,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis | Miguel López Moreno,10.1371/journal.pone.0351122,,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di/
31,10.1016/j.ajcnut.2025.02.030,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,NON_NOINDEX_CANONICAL,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat,Redirigiendo…,10.1016/j.ajcnut.2025.02.030,,False,True,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/
31,10.1016/j.ajcnut.2025.02.030,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,NON_NOINDEX_CANONICAL,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,Industry study sponsorship and conflicts of interest on the effect of unprocessed red meat on cardiovascular disease risk: a systematic review of clinical trials.,10.1016/j.ajcnut.2025.02.030,40379522,False,False,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/
32,10.1016/j.heliyon.2021.e07186,,MANUAL_REVIEW,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study,10.1016/j.heliyon.2021.e07186,34169161,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni/
32,10.1016/j.heliyon.2021.e07186,,MANUAL_REVIEW,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study | Miguel López Moreno,10.1016/j.heliyon.2021.e07186,,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po/
33,10.1007/s00431-025-06298-z,,MANUAL_REVIEW,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of/
33,10.1007/s00431-025-06298-z,,MANUAL_REVIEW,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis | Miguel López Moreno,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon/
34,10.1016/j.clnu.2026.106655,is-this-food-healthy,SITEMAP_CANONICAL,is-this-food-healthy,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons,10.1016/j.clnu.2026.106655,41980292,True,False,https://nutreconciencia.com/articulos/is-this-food-healthy/
34,10.1016/j.clnu.2026.106655,is-this-food-healthy,SITEMAP_CANONICAL,is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons.,10.1016/j.clnu.2026.106655,41980292,False,False,https://nutreconciencia.com/articulos/is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons/
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,SITEMAP_CANONICAL,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-c,Redirigiendo…,10.1016/j.clnu.2026.106654,,False,True,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,SITEMAP_CANONICAL,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,False,False,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,SITEMAP_CANONICAL,plant-protein-mortality,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,True,False,https://nutreconciencia.com/articulos/plant-protein-mortality/
36,10.1371/journal.pdig.0001113,,MANUAL_REVIEW,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study.,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen/
36,10.1371/journal.pdig.0001113,,MANUAL_REVIEW,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study | Miguel López Moreno,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita/
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,SITEMAP_CANONICAL,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e/
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,SITEMAP_CANONICAL,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding | Miguel López Moreno,10.1093/nutrit/nuae203,,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u/
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,SITEMAP_CANONICAL,palmitoylethanolamide-meta-analysis,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,True,False,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/
38,10.1016/j.numecd.2024.08.008,omniveg,SITEMAP_CANONICAL,omniveg,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial,10.1016/j.numecd.2024.08.008,39358106,True,False,https://nutreconciencia.com/articulos/omniveg/
38,10.1016/j.numecd.2024.08.008,omniveg,SITEMAP_CANONICAL,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-,Redirigiendo…,10.1016/j.numecd.2024.08.008,,False,True,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/
38,10.1016/j.numecd.2024.08.008,omniveg,SITEMAP_CANONICAL,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial.,10.1016/j.numecd.2024.08.008,39358106,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/
39,10.3390/nu17142274,omniveg-fat-oxidation,SITEMAP_CANONICAL,omniveg-fat-oxidation,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise,10.3390/nu17142274,40732902,True,False,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/
39,10.3390/nu17142274,omniveg-fat-oxidation,SITEMAP_CANONICAL,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise.,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die/
39,10.3390/nu17142274,omniveg-fat-oxidation,SITEMAP_CANONICAL,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise | Miguel López Moreno,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o/
40,10.3390/ph19060897,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,NON_NOINDEX_CANONICAL,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-heal,Redirigiendo…,10.3390/ph19060897,,False,True,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/
40,10.3390/ph19060897,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,NON_NOINDEX_CANONICAL,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,"Optimizing Weight Loss in the GLP-1 Era: Preserving Muscle Mass, Function and Metabolic Health Through Precision Nutrition and Resistance Training.",10.3390/ph19060897,42356514,False,False,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/
41,10.3390/nu17040629,,MANUAL_REVIEW,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health.,10.3390/nu17040629,40004958,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom/
41,10.3390/nu17040629,,MANUAL_REVIEW,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health | Miguel López Moreno,10.3390/nu17040629,,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h/
42,10.20944/preprints202010.0325.v1,,MANUAL_REVIEW,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population.,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr/
42,10.20944/preprints202010.0325.v1,,MANUAL_REVIEW,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population. | Miguel López Moreno,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1/
43,10.1007/s13668-025-00671-y,plant-iron-review,SITEMAP_CANONICAL,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-i,Redirigiendo…,10.1007/s13668-025-00671-y,,False,True,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/
43,10.1007/s13668-025-00671-y,plant-iron-review,SITEMAP_CANONICAL,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies.,10.1007/s13668-025-00671-y,40528105,False,False,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/
43,10.1007/s13668-025-00671-y,plant-iron-review,SITEMAP_CANONICAL,plant-iron-review,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies,10.1007/s13668-025-00671-y,40528105,True,False,https://nutreconciencia.com/articulos/plant-iron-review/
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,SITEMAP_CANONICAL,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-anal,Redirigiendo…,10.1016/j.ajcnut.2024.12.002,,False,True,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,SITEMAP_CANONICAL,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,False,False,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,SITEMAP_CANONICAL,plant-based-meat-cardiometabolic,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,True,False,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/
45,10.1016/j.lanplh.2026.101502,plant-based-misinformation,SITEMAP_CANONICAL,plant-based-misinformation,Plant-based misinformation as a barrier to dietary transition,10.1016/j.lanplh.2026.101502,42480578,True,False,https://nutreconciencia.com/articulos/plant-based-misinformation/
45,10.1016/j.lanplh.2026.101502,plant-based-misinformation,SITEMAP_CANONICAL,plant-based-misinformation-as-a-barrier-to-dietary-transition,Plant-based misinformation as a barrier to dietary transition.,10.1016/j.lanplh.2026.101502,42480578,False,False,https://nutreconciencia.com/articulos/plant-based-misinformation-as-a-barrier-to-dietary-transition/
46,10.1007/s13668-025-00628-1,plant-protein-muscle,SITEMAP_CANONICAL,plant-protein-muscle,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,True,False,https://nutreconciencia.com/articulos/plant-protein-muscle/
46,10.1007/s13668-025-00628-1,plant-protein-muscle,SITEMAP_CANONICAL,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive,Redirigiendo…,10.1007/s13668-025-00628-1,,False,True,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/
46,10.1007/s13668-025-00628-1,plant-protein-muscle,SITEMAP_CANONICAL,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,False,False,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/
47,10.1007/s13668-026-00754-4,,MANUAL_REVIEW,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes.,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with/
47,10.1007/s13668-026-00754-4,,MANUAL_REVIEW,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes | Miguel López Moreno,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou/
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,SITEMAP_CANONICAL,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spont,Redirigiendo…,10.3390/antiox12061291,,False,True,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,SITEMAP_CANONICAL,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats.,10.3390/antiox12061291,37372021,False,False,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,SITEMAP_CANONICAL,red-quinoa-hypertensive-rats,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats,10.3390/antiox12061291,37372021,True,False,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/
49,10.3390/md24070229,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,NON_NOINDEX_CANONICAL,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanis,Redirigiendo…,10.3390/md24070229,,False,True,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/
49,10.3390/md24070229,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,NON_NOINDEX_CANONICAL,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,"Salicornia europaea L. as a Marine Bioactive Resource: Phytochemical Profile, Health Mechanisms, and Functional Applications in Precision Nutrition",10.3390/md24070229,42505969,False,False,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,SITEMAP_CANONICAL,ultra-processed-plant-foods,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,True,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,SITEMAP_CANONICAL,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart/
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,SITEMAP_CANONICAL,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts? | Miguel López Moreno,10.1007/s13668-025-00704-6,,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts/
51,10.3390/nu16203492,,MANUAL_REVIEW,validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s/
51,10.3390/nu16203492,,MANUAL_REVIEW,validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students | Miguel López Moreno,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students/
