identity_type,identity_key,status,proposed_canonical,slug,title,doi,pmid,sitemap,noindex,canonical_url
DOI,10.3389/fnut.2025.1527685,CANONICAL_FROM_SITEMAP,food-insecurity-adolescents,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescent,Redirigiendo…,10.3389/fnut.2025.1527685,,False,True,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/
DOI,10.3389/fnut.2025.1527685,CANONICAL_FROM_SITEMAP,food-insecurity-adolescents,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl,Proportion of food insecurity and its sociodemographic correlates among Spanish adolescents: the EHDLA study,10.3389/fnut.2025.1527685,40230716,False,False,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/
DOI,10.1371/journal.pone.0351122,NO_SITEMAP_CANONICAL,,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis.,10.1371/journal.pone.0351122,42258458,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-/
DOI,10.1371/journal.pone.0351122,NO_SITEMAP_CANONICAL,,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis | Miguel López Moreno,10.1371/journal.pone.0351122,,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di/
DOI,10.1016/j.ajcnut.2025.02.030,NO_SITEMAP_CANONICAL,,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat,Redirigiendo…,10.1016/j.ajcnut.2025.02.030,,False,True,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/
DOI,10.1016/j.ajcnut.2025.02.030,NO_SITEMAP_CANONICAL,,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,Industry study sponsorship and conflicts of interest on the effect of unprocessed red meat on cardiovascular disease risk: a systematic review of clinical trials.,10.1016/j.ajcnut.2025.02.030,40379522,False,False,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/
DOI,10.1016/j.heliyon.2021.e07186,NO_SITEMAP_CANONICAL,,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study,10.1016/j.heliyon.2021.e07186,34169161,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni/
DOI,10.1016/j.heliyon.2021.e07186,NO_SITEMAP_CANONICAL,,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study | Miguel López Moreno,10.1016/j.heliyon.2021.e07186,,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po/
DOI,10.1007/s00431-025-06298-z,NO_SITEMAP_CANONICAL,,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of/
DOI,10.1007/s00431-025-06298-z,NO_SITEMAP_CANONICAL,,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis | Miguel López Moreno,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon/
DOI,10.1016/j.clnu.2026.106655,CANONICAL_FROM_SITEMAP,is-this-food-healthy,is-this-food-healthy,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons,10.1016/j.clnu.2026.106655,41980292,True,False,https://nutreconciencia.com/articulos/is-this-food-healthy/
DOI,10.1016/j.clnu.2026.106655,CANONICAL_FROM_SITEMAP,is-this-food-healthy,is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons.,10.1016/j.clnu.2026.106655,41980292,False,False,https://nutreconciencia.com/articulos/is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons/
DOI,10.1016/j.clnu.2026.106654,CANONICAL_FROM_SITEMAP,plant-protein-mortality,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-c,Redirigiendo…,10.1016/j.clnu.2026.106654,,False,True,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/
DOI,10.1016/j.clnu.2026.106654,CANONICAL_FROM_SITEMAP,plant-protein-mortality,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,False,False,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/
DOI,10.1016/j.clnu.2026.106654,CANONICAL_FROM_SITEMAP,plant-protein-mortality,plant-protein-mortality,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,True,False,https://nutreconciencia.com/articulos/plant-protein-mortality/
DOI,10.1371/journal.pdig.0001113,NO_SITEMAP_CANONICAL,,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study.,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen/
DOI,10.1371/journal.pdig.0001113,NO_SITEMAP_CANONICAL,,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study | Miguel López Moreno,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita/
DOI,10.1093/nutrit/nuae203,CANONICAL_FROM_SITEMAP,palmitoylethanolamide-meta-analysis,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e/
DOI,10.1093/nutrit/nuae203,CANONICAL_FROM_SITEMAP,palmitoylethanolamide-meta-analysis,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding | Miguel López Moreno,10.1093/nutrit/nuae203,,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u/
DOI,10.1093/nutrit/nuae203,CANONICAL_FROM_SITEMAP,palmitoylethanolamide-meta-analysis,palmitoylethanolamide-meta-analysis,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,True,False,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/
DOI,10.1016/j.numecd.2024.08.008,CANONICAL_FROM_SITEMAP,omniveg,omniveg,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial,10.1016/j.numecd.2024.08.008,39358106,True,False,https://nutreconciencia.com/articulos/omniveg/
DOI,10.1016/j.numecd.2024.08.008,CANONICAL_FROM_SITEMAP,omniveg,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-,Redirigiendo…,10.1016/j.numecd.2024.08.008,,False,True,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/
DOI,10.1016/j.numecd.2024.08.008,CANONICAL_FROM_SITEMAP,omniveg,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial.,10.1016/j.numecd.2024.08.008,39358106,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/
DOI,10.3390/nu17142274,CANONICAL_FROM_SITEMAP,omniveg-fat-oxidation,omniveg-fat-oxidation,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise,10.3390/nu17142274,40732902,True,False,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/
DOI,10.3390/nu17142274,CANONICAL_FROM_SITEMAP,omniveg-fat-oxidation,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise.,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die/
DOI,10.3390/nu17142274,CANONICAL_FROM_SITEMAP,omniveg-fat-oxidation,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise | Miguel López Moreno,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o/
DOI,10.3390/ph19060897,NO_SITEMAP_CANONICAL,,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-heal,Redirigiendo…,10.3390/ph19060897,,False,True,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/
DOI,10.3390/ph19060897,NO_SITEMAP_CANONICAL,,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,"Optimizing Weight Loss in the GLP-1 Era: Preserving Muscle Mass, Function and Metabolic Health Through Precision Nutrition and Resistance Training.",10.3390/ph19060897,42356514,False,False,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/
DOI,10.3390/nu17040629,NO_SITEMAP_CANONICAL,,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health.,10.3390/nu17040629,40004958,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom/
DOI,10.3390/nu17040629,NO_SITEMAP_CANONICAL,,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health | Miguel López Moreno,10.3390/nu17040629,,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h/
DOI,10.20944/preprints202010.0325.v1,NO_SITEMAP_CANONICAL,,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population.,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr/
DOI,10.20944/preprints202010.0325.v1,NO_SITEMAP_CANONICAL,,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population. | Miguel López Moreno,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1/
DOI,10.1007/s13668-025-00671-y,CANONICAL_FROM_SITEMAP,plant-iron-review,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-i,Redirigiendo…,10.1007/s13668-025-00671-y,,False,True,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/
DOI,10.1007/s13668-025-00671-y,CANONICAL_FROM_SITEMAP,plant-iron-review,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies.,10.1007/s13668-025-00671-y,40528105,False,False,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/
DOI,10.1007/s13668-025-00671-y,CANONICAL_FROM_SITEMAP,plant-iron-review,plant-iron-review,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies,10.1007/s13668-025-00671-y,40528105,True,False,https://nutreconciencia.com/articulos/plant-iron-review/
DOI,10.1016/j.ajcnut.2024.12.002,CANONICAL_FROM_SITEMAP,plant-based-meat-cardiometabolic,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-anal,Redirigiendo…,10.1016/j.ajcnut.2024.12.002,,False,True,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/
DOI,10.1016/j.ajcnut.2024.12.002,CANONICAL_FROM_SITEMAP,plant-based-meat-cardiometabolic,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,False,False,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/
DOI,10.1016/j.ajcnut.2024.12.002,CANONICAL_FROM_SITEMAP,plant-based-meat-cardiometabolic,plant-based-meat-cardiometabolic,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,True,False,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/
DOI,10.1016/j.lanplh.2026.101502,CANONICAL_FROM_SITEMAP,plant-based-misinformation,plant-based-misinformation,Plant-based misinformation as a barrier to dietary transition,10.1016/j.lanplh.2026.101502,42480578,True,False,https://nutreconciencia.com/articulos/plant-based-misinformation/
DOI,10.1016/j.lanplh.2026.101502,CANONICAL_FROM_SITEMAP,plant-based-misinformation,plant-based-misinformation-as-a-barrier-to-dietary-transition,Plant-based misinformation as a barrier to dietary transition.,10.1016/j.lanplh.2026.101502,42480578,False,False,https://nutreconciencia.com/articulos/plant-based-misinformation-as-a-barrier-to-dietary-transition/
DOI,10.1007/s13668-025-00628-1,CANONICAL_FROM_SITEMAP,plant-protein-muscle,plant-protein-muscle,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,True,False,https://nutreconciencia.com/articulos/plant-protein-muscle/
DOI,10.1007/s13668-025-00628-1,CANONICAL_FROM_SITEMAP,plant-protein-muscle,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive,Redirigiendo…,10.1007/s13668-025-00628-1,,False,True,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/
DOI,10.1007/s13668-025-00628-1,CANONICAL_FROM_SITEMAP,plant-protein-muscle,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,False,False,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/
DOI,10.1007/s13668-026-00754-4,NO_SITEMAP_CANONICAL,,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes.,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with/
DOI,10.1007/s13668-026-00754-4,NO_SITEMAP_CANONICAL,,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes | Miguel López Moreno,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou/
DOI,10.3390/antiox12061291,CANONICAL_FROM_SITEMAP,red-quinoa-hypertensive-rats,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spont,Redirigiendo…,10.3390/antiox12061291,,False,True,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/
DOI,10.3390/antiox12061291,CANONICAL_FROM_SITEMAP,red-quinoa-hypertensive-rats,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats.,10.3390/antiox12061291,37372021,False,False,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/
DOI,10.3390/antiox12061291,CANONICAL_FROM_SITEMAP,red-quinoa-hypertensive-rats,red-quinoa-hypertensive-rats,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats,10.3390/antiox12061291,37372021,True,False,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/
DOI,10.3390/md24070229,NO_SITEMAP_CANONICAL,,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanis,Redirigiendo…,10.3390/md24070229,,False,True,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/
DOI,10.3390/md24070229,NO_SITEMAP_CANONICAL,,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,"Salicornia europaea L. as a Marine Bioactive Resource: Phytochemical Profile, Health Mechanisms, and Functional Applications in Precision Nutrition",10.3390/md24070229,42505969,False,False,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/
DOI,10.1007/s13668-025-00704-6,CANONICAL_FROM_SITEMAP,ultra-processed-plant-foods,ultra-processed-plant-foods,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,True,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/
DOI,10.1007/s13668-025-00704-6,CANONICAL_FROM_SITEMAP,ultra-processed-plant-foods,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart/
DOI,10.1007/s13668-025-00704-6,CANONICAL_FROM_SITEMAP,ultra-processed-plant-foods,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts? | Miguel López Moreno,10.1007/s13668-025-00704-6,,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts/
DOI,10.3390/nu16203492,NO_SITEMAP_CANONICAL,,validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s/
DOI,10.3390/nu16203492,NO_SITEMAP_CANONICAL,,validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students | Miguel López Moreno,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students/
