group,identity,canonical_slug,canonical_url,decision,slug,title,doi,pmid,sitemap,noindex,current_canonical,is_canonical,redirect_required
23,10.1007/s00394-026-03939-3,omniveg-environmental,https://nutreconciencia.com/articulos/omniveg-environmental/,SITEMAP_CANONICAL,environmental-and-economic-impact-of-a-vegan-versus-traditional-mediterranean-diet-omniveg,Environmental and economic impact of a vegan versus traditional mediterranean diet: OMNIVEG study,10.1007/s00394-026-03939-3,41843153,False,False,https://nutreconciencia.com/articulos/environmental-and-economic-impact-of-a-vegan-versus-traditional-mediterranean-diet-omniveg/,False,True
23,10.1007/s00394-026-03939-3,omniveg-environmental,https://nutreconciencia.com/articulos/omniveg-environmental/,SITEMAP_CANONICAL,environmental-and-economic-impact-of-a-vegan-versus-traditional-mediterranean-diet-omniveg-study,Environmental and economic impact of a vegan versus traditional mediterranean diet: OMNIVEG study | Miguel López Moreno,10.1007/s00394-026-03939-3,,False,False,https://nutreconciencia.com/articulos/environmental-and-economic-impact-of-a-vegan-versus-traditional-mediterranean-diet-omniveg-study/,False,True
23,10.1007/s00394-026-03939-3,omniveg-environmental,https://nutreconciencia.com/articulos/omniveg-environmental/,SITEMAP_CANONICAL,omniveg-environmental,Environmental and economic impact of a vegan versus traditional Mediterranean diet: OMNIVEG study,10.1007/s00394-026-03939-3,41843153,True,False,https://nutreconciencia.com/articulos/omniveg-environmental/,True,False
24,10.1016/j.cdnut.2025.106498,examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi,https://nutreconciencia.com/articulos/examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi/,MANUAL_DECISION,examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-c,"Examining the Impact of Isocaloric Substitution of Animal Protein With Plant Protein All-Cause, Cardiovascular, and Cancer Mortality: A Systematic Review and Meta-Analysis",10.1016/j.cdnut.2025.106498,,False,False,https://nutreconciencia.com/articulos/examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-c/,False,True
24,10.1016/j.cdnut.2025.106498,examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi,https://nutreconciencia.com/articulos/examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi/,MANUAL_DECISION,examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi,"Examining the Impact of Isocaloric Substitution of Animal Protein With Plant Protein All-Cause, Cardiovascular, and Cancer Mortality: A Systematic Review and Meta-Analysis | Miguel López Moreno",10.1016/j.cdnut.2025.106498,,False,False,https://nutreconciencia.com/articulos/examining-the-impact-of-isocaloric-substitution-of-animal-protein-with-plant-protein-all-cause-cardi/,True,False
25,10.1038/s41598-025-85307-5,feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s,https://nutreconciencia.com/articulos/feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s/,MANUAL_DECISION,feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-p,Feasibility and potential effect of a pilot blended digital behavior change intervention promoting sustainable diets over a year.,10.1038/s41598-025-85307-5,39814876,False,False,https://nutreconciencia.com/articulos/feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-p/,False,True
25,10.1038/s41598-025-85307-5,feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s,https://nutreconciencia.com/articulos/feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s/,MANUAL_DECISION,feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s,Feasibility and potential effect of a pilot blended digital behavior change intervention promoting sustainable diets over a year | Miguel López Moreno,10.1038/s41598-025-85307-5,,False,False,https://nutreconciencia.com/articulos/feasibility-and-potential-effect-of-a-pilot-blended-digital-behavior-change-intervention-promoting-s/,True,False
26,10.31219/osf.io/d9pm3,feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea,https://nutreconciencia.com/articulos/feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea/,MANUAL_DECISION,feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-,Feasibility of a blended digital behavior change intervention promoting sustainable diets over a year: a series of pilot N-of-1 trials,10.31219/osf.io/d9pm3,,False,False,https://nutreconciencia.com/articulos/feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-/,False,True
26,10.31219/osf.io/d9pm3,feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea,https://nutreconciencia.com/articulos/feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea/,MANUAL_DECISION,feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea,Feasibility of a blended digital behavior change intervention promoting sustainable diets over a year: a series of pilot N-of-1 trials | Miguel López Moreno,10.31219/osf.io/d9pm3,,False,False,https://nutreconciencia.com/articulos/feasibility-of-a-blended-digital-behavior-change-intervention-promoting-sustainable-diets-over-a-yea/,True,False
27,10.1016/j.nut.2026.113303,fibroveg,https://nutreconciencia.com/articulos/fibroveg/,SITEMAP_CANONICAL,fibroveg,Vegan versus traditional Mediterranean diet effects on cardiometabolic outcomes in women with fibromyalgia: FIBROVEG study,10.1016/j.nut.2026.113303,42320093,True,False,https://nutreconciencia.com/articulos/fibroveg/,True,False
27,10.1016/j.nut.2026.113303,fibroveg,https://nutreconciencia.com/articulos/fibroveg/,SITEMAP_CANONICAL,vegan-versus-traditional-mediterranean-diet-effects-on-cardiometabolic-outcomes-in-women-w,Vegan versus traditional Mediterranean diet effects on cardiometabolic outcomes in women with fibromyalgia:FIBROVEG study.,10.1016/j.nut.2026.113303,42320093,False,False,https://nutreconciencia.com/articulos/vegan-versus-traditional-mediterranean-diet-effects-on-cardiometabolic-outcomes-in-women-w/,False,True
27,10.1016/j.nut.2026.113303,fibroveg,https://nutreconciencia.com/articulos/fibroveg/,SITEMAP_CANONICAL,vegan-versus-traditional-mediterranean-diet-effects-on-cardiometabolic-outcomes-in-women-with-fibrom,Vegan versus traditional Mediterranean diet effects on cardiometabolic outcomes in women with fibromyalgia:FIBROVEG study | Miguel López Moreno,10.1016/j.nut.2026.113303,42320093,False,False,https://nutreconciencia.com/articulos/vegan-versus-traditional-mediterranean-diet-effects-on-cardiometabolic-outcomes-in-women-with-fibrom/,False,True
28,10.1016/j.lana.2026.101532,food-environment-policies,https://nutreconciencia.com/articulos/food-environment-policies/,SITEMAP_CANONICAL,food-environment-policies,Food-environment policies for child nutrition in Ecuador and Latin America: beyond front-of-package labels and advertising restrictions,10.1016/j.lana.2026.101532,42375986,True,False,https://nutreconciencia.com/articulos/food-environment-policies/,True,False
28,10.1016/j.lana.2026.101532,food-environment-policies,https://nutreconciencia.com/articulos/food-environment-policies/,SITEMAP_CANONICAL,food-environment-policies-for-child-nutrition-in-ecuador-and-latin-america-beyond-front-of,Redirigiendo…,10.1016/j.lana.2026.101532,,False,True,https://nutreconciencia.com/articulos/food-environment-policies-for-child-nutrition-in-ecuador-and-latin-america-beyond-front-of-package-l/,False,True
28,10.1016/j.lana.2026.101532,food-environment-policies,https://nutreconciencia.com/articulos/food-environment-policies/,SITEMAP_CANONICAL,food-environment-policies-for-child-nutrition-in-ecuador-and-latin-america-beyond-front-of-package-l,Food-environment policies for child nutrition in Ecuador and Latin America: beyond front-of-package labels and advertising restrictions,10.1016/j.lana.2026.101532,42375986,False,False,https://nutreconciencia.com/articulos/food-environment-policies-for-child-nutrition-in-ecuador-and-latin-america-beyond-front-of-package-l/,False,True
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,https://nutreconciencia.com/articulos/food-insecurity-adolescents/,SITEMAP_CANONICAL,food-insecurity-adolescents,Proportion of food insecurity and its sociodemographic correlates among Spanish adolescents: the EHDLA study,10.3389/fnut.2025.1527685,40230716,True,False,https://nutreconciencia.com/articulos/food-insecurity-adolescents/,True,False
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,https://nutreconciencia.com/articulos/food-insecurity-adolescents/,SITEMAP_CANONICAL,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescent,Redirigiendo…,10.3389/fnut.2025.1527685,,False,True,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/,False,True
29,10.3389/fnut.2025.1527685,food-insecurity-adolescents,https://nutreconciencia.com/articulos/food-insecurity-adolescents/,SITEMAP_CANONICAL,proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl,Proportion of food insecurity and its sociodemographic correlates among Spanish adolescents: the EHDLA study,10.3389/fnut.2025.1527685,40230716,False,False,https://nutreconciencia.com/articulos/proportion-of-food-insecurity-and-its-sociodemographic-correlates-among-spanish-adolescents-the-ehdl/,False,True
30,10.1371/journal.pone.0351122,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di/,MANUAL_DECISION,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis.,10.1371/journal.pone.0351122,42258458,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-/,False,True
30,10.1371/journal.pone.0351122,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di/,MANUAL_DECISION,higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di,Higher dietary polyphenol intake is associated with reduced pain sensitivity and migraine-related disability: A cross-sectional analysis | Miguel López Moreno,10.1371/journal.pone.0351122,,False,False,https://nutreconciencia.com/articulos/higher-dietary-polyphenol-intake-is-associated-with-reduced-pain-sensitivity-and-migraine-related-di/,True,False
31,10.1016/j.ajcnut.2025.02.030,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/,NON_NOINDEX_CANONICAL,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat,Redirigiendo…,10.1016/j.ajcnut.2025.02.030,,False,True,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/,False,True
31,10.1016/j.ajcnut.2025.02.030,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/,NON_NOINDEX_CANONICAL,industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio,Industry study sponsorship and conflicts of interest on the effect of unprocessed red meat on cardiovascular disease risk: a systematic review of clinical trials.,10.1016/j.ajcnut.2025.02.030,40379522,False,False,https://nutreconciencia.com/articulos/industry-study-sponsorship-and-conflicts-of-interest-on-the-effect-of-unprocessed-red-meat-on-cardio/,True,False
32,10.1016/j.heliyon.2021.e07186,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po/,MANUAL_DECISION,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study,10.1016/j.heliyon.2021.e07186,34169161,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-uni/,False,True
32,10.1016/j.heliyon.2021.e07186,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po/,MANUAL_DECISION,influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po,Influence of eating habits and alcohol consumption on the academic performance among a university population in the community of Madrid: A pilot study | Miguel López Moreno,10.1016/j.heliyon.2021.e07186,,False,False,https://nutreconciencia.com/articulos/influence-of-eating-habits-and-alcohol-consumption-on-the-academic-performance-among-a-university-po/,True,False
33,10.1007/s00431-025-06298-z,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon/,MANUAL_DECISION,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of/,False,True
33,10.1007/s00431-025-06298-z,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon/,MANUAL_DECISION,is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon,Is greater adherence to the Mediterranean diet related to higher health-related quality of life among children and adolescents? A systematic review and meta-analysis | Miguel López Moreno,10.1007/s00431-025-06298-z,40705083,False,False,https://nutreconciencia.com/articulos/is-greater-adherence-to-the-mediterranean-diet-related-to-higher-health-related-quality-of-life-amon/,True,False
34,10.1016/j.clnu.2026.106655,is-this-food-healthy,https://nutreconciencia.com/articulos/is-this-food-healthy/,SITEMAP_CANONICAL,is-this-food-healthy,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons,10.1016/j.clnu.2026.106655,41980292,True,False,https://nutreconciencia.com/articulos/is-this-food-healthy/,True,False
34,10.1016/j.clnu.2026.106655,is-this-food-healthy,https://nutreconciencia.com/articulos/is-this-food-healthy/,SITEMAP_CANONICAL,is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons,Is this food healthy? Reframing nutrition evidence through counterfactual comparisons.,10.1016/j.clnu.2026.106655,41980292,False,False,https://nutreconciencia.com/articulos/is-this-food-healthy-reframing-nutrition-evidence-through-counterfactual-comparisons/,False,True
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,https://nutreconciencia.com/articulos/plant-protein-mortality/,SITEMAP_CANONICAL,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-c,Redirigiendo…,10.1016/j.clnu.2026.106654,,False,True,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/,False,True
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,https://nutreconciencia.com/articulos/plant-protein-mortality/,SITEMAP_CANONICAL,isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,False,False,https://nutreconciencia.com/articulos/isocaloric-substitution-of-animal-protein-with-plant-protein-and-its-impact-on-all-cause-cardiovascu/,False,True
35,10.1016/j.clnu.2026.106654,plant-protein-mortality,https://nutreconciencia.com/articulos/plant-protein-mortality/,SITEMAP_CANONICAL,plant-protein-mortality,"Isocaloric substitution of animal protein with plant protein and its impact on all-cause, cardiovascular, and cancer mortality: A systematic review and meta-analysis",10.1016/j.clnu.2026.106654,41996864,True,False,https://nutreconciencia.com/articulos/plant-protein-mortality/,True,False
36,10.1371/journal.pdig.0001113,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita/,MANUAL_DECISION,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study.,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blen/,False,True
36,10.1371/journal.pdig.0001113,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita/,MANUAL_DECISION,longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita,Longitudinal changes in motivational determinants of sustainable diets during a pilot blended digital behavior change intervention: A mixed methods study | Miguel López Moreno,10.1371/journal.pdig.0001113,42189924,False,False,https://nutreconciencia.com/articulos/longitudinal-changes-in-motivational-determinants-of-sustainable-diets-during-a-pilot-blended-digita/,True,False
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/,SITEMAP_CANONICAL,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-e/,False,True
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/,SITEMAP_CANONICAL,meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding | Miguel López Moreno,10.1093/nutrit/nuae203,,False,False,https://nutreconciencia.com/articulos/meta-analysis-of-palmitoylethanolamide-in-pain-management-addressing-literature-gaps-and-enhancing-u/,False,True
37,10.1093/nutrit/nuae203,palmitoylethanolamide-meta-analysis,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/,SITEMAP_CANONICAL,palmitoylethanolamide-meta-analysis,Meta-Analysis of Palmitoylethanolamide in Pain Management: Addressing Literature Gaps and Enhancing Understanding,10.1093/nutrit/nuae203,39798151,True,False,https://nutreconciencia.com/articulos/palmitoylethanolamide-meta-analysis/,True,False
38,10.1016/j.numecd.2024.08.008,omniveg,https://nutreconciencia.com/articulos/omniveg/,SITEMAP_CANONICAL,omniveg,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial,10.1016/j.numecd.2024.08.008,39358106,True,False,https://nutreconciencia.com/articulos/omniveg/,True,False
38,10.1016/j.numecd.2024.08.008,omniveg,https://nutreconciencia.com/articulos/omniveg/,SITEMAP_CANONICAL,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-,Redirigiendo…,10.1016/j.numecd.2024.08.008,,False,True,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/,False,True
38,10.1016/j.numecd.2024.08.008,omniveg,https://nutreconciencia.com/articulos/omniveg/,SITEMAP_CANONICAL,the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he,The OMNIVEG STUDY: Health outcomes of shifting from a traditional to a vegan Mediterranean diet in healthy men. A controlled crossover trial.,10.1016/j.numecd.2024.08.008,39358106,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-health-outcomes-of-shifting-from-a-traditional-to-a-vegan-mediterranean-diet-in-he/,False,True
39,10.3390/nu17142274,omniveg-fat-oxidation,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/,SITEMAP_CANONICAL,omniveg-fat-oxidation,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise,10.3390/nu17142274,40732902,True,False,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/,True,False
39,10.3390/nu17142274,omniveg-fat-oxidation,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/,SITEMAP_CANONICAL,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise.,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-die/,False,True
39,10.3390/nu17142274,omniveg-fat-oxidation,https://nutreconciencia.com/articulos/omniveg-fat-oxidation/,SITEMAP_CANONICAL,the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o,The OMNIVEG Study: Effects of Transitioning from a Traditional to a Vegan Mediterranean Diet on Fat Oxidation During Exercise | Miguel López Moreno,10.3390/nu17142274,40732902,False,False,https://nutreconciencia.com/articulos/the-omniveg-study-effects-of-transitioning-from-a-traditional-to-a-vegan-mediterranean-diet-on-fat-o/,False,True
40,10.3390/ph19060897,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/,NON_NOINDEX_CANONICAL,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-heal,Redirigiendo…,10.3390/ph19060897,,False,True,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/,False,True
40,10.3390/ph19060897,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/,NON_NOINDEX_CANONICAL,optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through,"Optimizing Weight Loss in the GLP-1 Era: Preserving Muscle Mass, Function and Metabolic Health Through Precision Nutrition and Resistance Training.",10.3390/ph19060897,42356514,False,False,https://nutreconciencia.com/articulos/optimizing-weight-loss-in-the-glp-1-era-preserving-muscle-mass-function-and-metabolic-health-through/,True,False
41,10.3390/nu17040629,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h/,MANUAL_DECISION,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health.,10.3390/nu17040629,40004958,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiom/,False,True
41,10.3390/nu17040629,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h/,MANUAL_DECISION,orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h,Orthorexia Nervosa: Prevalence Among Spanish University Students and Its Effects on Cardiometabolic Health | Miguel López Moreno,10.3390/nu17040629,,False,False,https://nutreconciencia.com/articulos/orthorexia-nervosa-prevalence-among-spanish-university-students-and-its-effects-on-cardiometabolic-h/,True,False
42,10.20944/preprints202010.0325.v1,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1/,MANUAL_DECISION,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population.,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-fr/,False,True
42,10.20944/preprints202010.0325.v1,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1/,MANUAL_DECISION,physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1,Physical and psychological effects related to food habits and lifestyle changes derived from Covid-19 home confinement Spanish population. | Miguel López Moreno,10.20944/preprints202010.0325.v1,,False,False,https://nutreconciencia.com/articulos/physical-and-psychological-effects-related-to-food-habits-and-lifestyle-changes-derived-from-covid-1/,True,False
43,10.1007/s13668-025-00671-y,plant-iron-review,https://nutreconciencia.com/articulos/plant-iron-review/,SITEMAP_CANONICAL,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-i,Redirigiendo…,10.1007/s13668-025-00671-y,,False,True,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/,False,True
43,10.1007/s13668-025-00671-y,plant-iron-review,https://nutreconciencia.com/articulos/plant-iron-review/,SITEMAP_CANONICAL,plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies.,10.1007/s13668-025-00671-y,40528105,False,False,https://nutreconciencia.com/articulos/plant-based-diet-and-risk-of-iron-deficiency-anemia-a-review-of-the-current-evidence-and-implication/,False,True
43,10.1007/s13668-025-00671-y,plant-iron-review,https://nutreconciencia.com/articulos/plant-iron-review/,SITEMAP_CANONICAL,plant-iron-review,Plant-Based Diet and Risk of Iron-deficiency Anemia. A Review of the Current Evidence and Implications for Preventive Strategies,10.1007/s13668-025-00671-y,40528105,True,False,https://nutreconciencia.com/articulos/plant-iron-review/,True,False
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/,SITEMAP_CANONICAL,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-anal,Redirigiendo…,10.1016/j.ajcnut.2024.12.002,,False,True,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/,False,True
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/,SITEMAP_CANONICAL,plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,False,False,https://nutreconciencia.com/articulos/plant-based-meat-alternatives-and-cardiometabolic-health-a-systematic-review-and-meta-analysis/,False,True
